"Brussels Tariff Nomenclature";"Sistem tarifar în scop vamal, adoptat de multe țări, care sistem clasifică bunurile transportate  dintr-un loc într-altul. Reprezintă baza de tarifare a multor companii de navigație. Se abreviază ca BTN. Fiecare bun are un cod unic de identificare, cunoscut sub numele de „BTN number”"
"B/s";"Bunker surchage. Suprataxă de bunkerare.bb"
"Bs/L";"Bills of lading. Conosamente (vezi Bill of Lading)"
"BT";"Berth terms. Termeni de dană (referitor la livrarea mărfii la dană)"
"BTN";"Brussels Tariff Nomenclature. Nomenclatorul de tarife de la Bruxelles."
"Bucket elevator";"Elevator cu cupe. Bandă rulantă prevăzută la intervale egal cu cupe ce încarcă marfă vrac (exp. cărbunele) și al cărei capăt este situat peste marginea uneia din magaziile unei nave unde se răstoarnă marfa din cupe."
"Bulbous bow";"Provă cu bulb. Proiecție rotunjită a provei datorită căreia apare un semival prin care se reduce rezistența la înaintare a apei, contribuind la creșterea vitezei."
"Bulk cargo";"Marfă în vrac. Marfă omogenă, neîmpachetată, nelichidă, cum ar fi cărbunele, minereul de fier sau cerealele."
"Bulk carrier";"Vrachier. Navă cu o singură punte, proiectată să transporte marfuri omogene, neîmpachetate, uscate, cum ar fi cerealele, zahărul, diverse minereuri. Astfel de nave au guri de magazie mari pentru a facilita manipularea mărfii. De asemenea sunt dotate cu tancuri laterale superioare care pot fi folosite fie pentru autorujare, în cazul cerealelor, sau pentru balast. De regula vrachierele nu au instalație proprie de descărcare a mărfii."
"Bulk container";"Container pentru vrac. Tip special de containere destinate transportului de marfuri în vrac (exp. zahăr, ciment, cereale, îngrășăminte). Marfa este încărcată prin niște guri poziționate pe fața superioară a containerului și se descarcă pe ușa frontală prin înclinarea containerului  ridicând capătul opus ușii."
"Bulk discharge open top container";"Container cu partea superioară deschisă pentru facilitarea descărcării pe sus în locul descărcării prin ușa frontală. Acest tip de container este prevăzut cu posibilitatea descărcării prin basculare (similar cu descărcarea unei autobasculante)."
"Bulkhead draft";"Pescaj “de perete”. Termen folosit uneori pentru a descrie pescajul mediu maxim admis pentru o navă de pasageri careia i s-au alocat subdiviziuni ale liniilor de incărcare în conformitate cu SOLAS 1974."
"Bulk newsprint carrier";"Transportor vrac de hârtie de tipar. Tip de navă destinată transportului în vrac a rolelor de hârtie de tipar. Acest tip de nave sunt dotate cu   poduri rulante destinate atât încărcării cât și descărcării rolelor de hârtie. Pot fi utilizate și pentru transportul cherestelei sau a containerelor pentru creșterea rentabilității prin reducerea voiajelor în balast."
"Bulk/container carrier";"Transportor vrac/containere. Tip de navă multi-scop proiectată să poată transporta o încărcătură completă de containere sau de marfuri uscate în vrac (cereale, cărbune, minereu). Utilitatea multiplă permite acestui tip de nave o paletă largă de operare cu rentabilitate crescută datorită reducerii voiajelor în balast. Mai sunt cunoscute și ca „container/bulk carriers”."
"Bulker";"Vrachier. Vezi „bulk carrier”"
"Bulkhead door";"Ușă de trecere. Ușă poziționată pe un perete transversal între două magazii ale navei pentru a permite accesul oamenilor sau echipamentului de operare (exp.autostivuitoare) dintr-o magazie în cealaltă. Aceste tipuri de uși de trecere trebuie să poată fi închise etanș. Ca tip constructiv pot fi cu deschidere prin alunecare (sliding), prin pivotare (pivoting) sau prin pliere (folding)."
"Bulk-oil carrier";"Transportor vrac de țiței. Nave mari multi-scop, mai frecvent denumite OBO (oil-bulk-ore) destinate să transporte fie țiței fie minereuri sau alte  mărfuri în vrac astfel încât perioada de navigație în balast să fie redusă la minim."
"Bulk-ore carrier";"Transportor de minereu vrac. Navă destinată transportului de minereuri diverse, având guri de magazie mari pentru facilitarea operării. Magaziile sunt de tip „cu autorujare” (autonivelare) ceea ce le face adecvate și transportului de cereale."
"Bulwark";"Parapet/spargeval. Parte laterală a navei, situată deasupra punții principale sau teugii, construită din tablă de oțel avănd scop de protejare, similar cu al unei balustrade."
"Bunker (to)";"(a) bunkera. A lua (alimenta nava cu) combustibil."
"Bunker adjustment factori (BAF)";"Factor de ajustare a (prețului) combustibilului. La preluarea navei de către navlositor, la bord există o anumită cantitate de combustibil. La returnarea navei către armator, navlositorul trebuie să predea aceeași cantitate de combustibil ca aceea inițială sau să plătească diferența dintre combustibilul inițial și cel de la predare, prețul ajustându-se cu BAF funcție de fluctuația prețului."
"Bunker broker";"Broker de bunkerare. Intermediar în negocierea dintre o companie de livrare combustibil și un armator/operator, în scopul achiziționării  combustibilului necesar pentru voiaj."
"Bunker deviation clause";"Clauza de deviere pentru bunkerare. Clauză dintr-un contract de navlosire ce permite armatorului/operatorului navei să se îndrepte către un port, de pe traseu sau din afara traseului, pentru a completa combustibilul necesar efectuării voiajului în siguranță."
"Bunker escalation clause";"Clauza de escaladare a (prețului) combustibilului. Clauză dintr-un contract de navlosire prin care, deși contractul respectiv s-a încheiat la un anumit preț agreat al combustibilului, dacă armatorul a platit un preț mai mare pentru combustilul necesar voiajului, atunci el este îndreptățit să recupereze diferența de preț de la navlositor.  "
"Bunker surcharge";"Suprataxă de bunker. Taxă adițională aplicată de companiile de navigație pentru a reflecta fluctuațiile costurilor combustibilului.  Această taxă adițională se exprimă fie ca o sumă per tona navlosită fie ca un procentaj din navlu. Mai este cunoscută și sub numele de BAF (bunker adjustment factor), FAF (fuel adjustment factor) sau FOS (fuel oil surcharge)"
"Bunkering port";"Port de bunkerare. Port unde o navă face escală în scopul completării stocului de combustibil dar fără ca să și încarce sau descarce marfă."
"Bunkers";"Combustibili. Combustibilii unei nave."
"Buoy";"Geamandură/baliză. Corp plutitor de mici dimensiuni, ancorat de fundul apei și care marchează un șenal sau are rol de a avertiza navele de anumite pericole, restricții, obstrucții."
"Buoy berth";"Dană geamandură. Geamandură la care se leagă o navă în scopul încărcării sau descărcării. Operarea poate fi făcută de la sau către nave mai mici (de ușurare) numite „lighters”. O astfel de dană geamandură se utilizează atunci când nu există un cheu disponibil sau dacă acesta este ocupat."
"Buoyage";"Balizaj. Sistem de balize montate pentru a marca un șenal navigabil sau spre a avertiza navele de diverse pericole, epave, obstrucții."
"Bureau Veritas";"Societate de clasificare franceză. Abrevierea curentă este BV. Vezi și „Classification society”"
"Butane carrier";"Butanier. Navă specializată în transportul butanului în stare lichidă. Butanul este transportat în tancuri speciale dispuse în magaziile navei și este menținut în stare lichidă prin presurizare și refrigerare. Butanierele pot transporta și propan."
"BV";"Bureau Veritas. Societate de clasificare franceză."
"C";"Charlie – În Codul International de Semnale (International Code of Signals) are semnificația: Da (afirmativ sau “Semnificatia grupului precedent trebuie înțeleasă ca afirmativă”)"
"CABAF";"Currency and bunker adjustment factor. Factor de ajustare al bunkerului și convertirea valutei."
"Cable seal";"Cablu sigiliu. Tip de sigiliu barieră atașat brațelor de închidere ale ușilor unui container pentru a preveni accesul neautorizat. Acest tip de sigiliu este format dintr-un cablu de oțel care se împreunează și se strânge peste brațele de închidere ale ușii containerului prin intermediul unui cuplaj cu clichet."
"Cable ship";"Tip de navă specializată în montarea și întreținerea cablurilor submarine."
"Cabotage";"1.Cabotaj. Navigație în apropierea coastelor, de regulă între porturile aceleiași țări sau între porturi situate pe aceeași coastă.                 2.Cabotaj. Rezervarea de spațiu de transport, de regulă la bordul navelor cu același pavilion cu al țării respective."
"CAD";"Cash against documents."
"CAF";"Currency aqdjutment factor."
"Calf dozer";"Buldozer mic. Tip de buldozer de mici dimensiuni folosit la rujarea anumitor mărfuri în vrac."
"Call";"1.(a face)Escală. A merge într-un port pentru un motiv oarecare cum ar fi operarea navei, bunkerare, luare de provizii, debarcarea unui bolnav, schimb de echipaj etc.                                                          2.Primă de asigurare. Sumă plătibilă de către armatori sau operatorii de nave unei societăți P&I. Totalul sumelor plătite către P&I reprezintă valoarea totală a despăgubirilor plătite din fondul societății la care se adaugă cheltuielile anuale de operare a societății. Societatea estimează acest total în fiecare an și, ținând cont de tonajul înregistrat de fiecare mebru, calculează valoarea primei de asigurare ce va fi plătită în avans  de fiecare asigurat. Această primă se numește „advance call”. În cazul în care această primă nu este suficientă, societatea P&I respectivă își va taxa asigurații cu prime suplimentare (supplementary calls).  "
"Call forward (to)(cargo)";"Rezervarea mărfii în avans. Agentul din portul de încărcare instruiește expeditorul să aibă marfa pregătită pentru încărcarea în navă la o anume dată."
"Call forward (to)(vehicles)";"Rezervarea vehiculelor de transport în avans. Agentul din portul de descărcare instruiește primitorul mărfii să aibă pregătite la dană mijloacele de transport necesare pentru a putea prelua marfa din navă."
"Call rate";"Rata primei de asigurare. Suma de bani plătibilă, de către armator sau operatorul navei, societății de asigurare (P&I), pentru fiecare tonă din tonajul asigurat (exp. dolari/tonă asigurată)"
"Call sign";"Indicativul navei. Secvență de litere și cifre, unică pentru fiecare navă, prin care nava respectivă se poate identifica într-o legătură radio (exp.A8HK8)."
"Calling-in-point";"Punct de raportare. Loc unde trebuie contactată o anume autoritate și raportate niște date (exp. Înainte cu 12 Mm de sosirea într-un port X se contactează X Port Control și se raportează ETA, pescajul de sosire, cantitatea de marfă existentă la bord, numărul de persoane la bord, TRB/TRN etc.). Se abreviază CIP  "
"Can";"1.Denumire dată în Statele Unite geamandurilor verzi neluminate (vezi și „Nun”)                                                                                        2.”Conserva”. Jargon folosit in Statele Unite pentru “container”."
"Can hooks";"Gafe. Set de două sau mai multe cârlige de oțel, legate între ele printr-un lanț, și care se potrivesc sub buzele/ramele butoaielor metalice.Prin ridicarea lanțului acesta se întinde și strânge cârligele pe rama butoiului facând posibilă manipularea cu ușurință a butoiului  "
"Canal transit dues";"Taxe de tranzitare canal. Taxe impuse de către o autoritate a unui canal (exp. Canalul Suez) pentru a permite unei nave sa tranziteze canalul respectiv. Aceste taxe sunt calculate funcție de tonajul navei.  "
"Cancellation (of a charter)";"Cancelarea (unui contract de navlosire). Anularea/repudierea unui contract, cel mai adesea făcută de către navlositor atunci când nava  nu reușește să ajungă la portul de încărcare până la data limită agreată în contract sau dacă nava iese din contract (off hire) pentru o perioadă mai mare decât cea permisă de clauzele contractuale."
"Cancellation clause";"Clauză de cancelare. Clauză, dintr-un contract de navlosire, în care se specifică data limită până la care nava trebuie să fie pusă la dispoziția navlositorului în locul stabilit. Dacă nava ajunge după data limită agreată în contract, navlositorul are dreptul să anuleze contractul fără a avea vre-o obligație financiară către armator."
"Cancellation date";"Data de cancelare. Data limită, agreată în contract, la care nava trebuie pusă la dispoziția navlositorului în locul stabilit prin contract. Dacă nava nu poate ajunge în locul stabilit până la expirarea termenului limită, navlositorul are dreptul să rezilieze contractul de navlosire."
"Cantilever jib crane";"Macara cu braț în consolă. Tip de cranic mobil fixat pe o platformă mobilă (un camion), folosit pentru manipularea unor greutăți cu forme neregulate, dificil de manevrat cu alte mijloace (cum ar fi autostivuitoarele)."
"Canvas";"Tendă. Pânză de doc, foarte rezistentă, folosită în trecut la fabricarea velelor dar și actual pentru fabricarea capoatelor pentru diverse mecanisme căt și pentru fabricarea anumitor tipuri de slinguri"
"Canvas sling";"Sling din canava. Fâșie de pânză (canava) foarte rezistentă, de regulă dublată, având o lățime de 5-10 cm și prevăzută la fiecare capăt cu câte o gașă. Se folosește pentru manipularea anumitor mărfuri cum ar fi cereale în saci. Prin strângerea mai multor saci cu ajutorul slingului, se formează o coțadă."
"Capacity plan";"Plan de capacități. Document ce conține capacitățile detaliate ale tuturor spațiilor destinate transportului mărfurilor precum și capacitățile tancurilor de combustibil, lubrefianți, apă dulce, balast. Capacitățile sunt exprimate fie în metri cubi sau în picioare cubice"
"Capesize vessel";"Categorie de nave denumite astfel deoarece, datorită dimensiunilor, nu pot tranzita Canalul Suez sau Panama  fiind nevoite să urmeze rutele pe la Capul Bunei Speranțe sau Capul Horn. De regulă sunt nave a căror  capacitate depășește 150000 tdw."
"Captain";"Comandant. Poziția cea mai înaltă în ierarhia unei nave comerciale. Comandantul răspunde direct armatorului sau operatorului navei și are în subordine întregul echipaj al navei."
"Car carrier";"Ro-Ro. Tip de navă specializată în transportul mașinilor. Acestea se descarcă/încarcă mergând pe propriile lor roți și sunt stivuite pe punți speciale unde se asigură cu ajutorul unor dispozitive speciale de amarare. Inițial mașinile au fost transportate la un loc cu alte tipuri de mărfuri dar datorită cererii crescânde s-a optat pentru transportul exclusiv al mașinilor dinspre producător către beneficiar urmând ca la voiajul de întoarcere să transporte alte mărfuri"
"Car deck";"Punte pentru mașini. Punte a unei nave unde sunt stivuite mașini pe timpul călătoriei între porturi. Puntea pentru mașini poate fi mutată, atunci când nu este folosită, pentru a oferi operatorului navei flexibilitate în transportul unor vehicule mai înalte. Aceste punți se pot îndepărta fie prin ridicarea, cu ajutorul unor cabluri metalice, sub puntea principală sau se pot strânge la bordaj, câte două felii în fiecare bord"
"Car ferry";"Feribot. Tip de nave folosite în mod frecvent pe rute scurte pentru transportul atât al pasagerilor cât și al mașinilor. În cazul în care rutele sunt ceva mai lungi , aceste nave sunt prevăzute și cu cabine pentru pasageri."
"Car sling";"Sling pentru mașini. Tipuri de slinguri folosite pentru ridicarea și manipularea mașinilor"
"Car terminal";"Terminal pentru mașini. Zonă dintr-un port dedicată exclusiv manipulării de mașini (încărcare/descărcare/depozitare provizorie). Astfel de terminal pot include diverse servicii cum ar fi: îndepărtarea stratului protector de ceară, curățarea și inspectarea înainte de livrare, aceste operațiuni fiind făcute înainte ca mașinile să fie preluate de către distribuitori."
"Careen (to)";"A carena / carenare. Operațiune de reparare, curățare și vopsire a carenei."
"Cargo";"Marfă. Bunurile transportate pe o navă în schimbul unei plăți numite navlu. Termenul se mai folosește și pentru a face distincția de navă în ceea ce privește costurile și/sau responsabilitățile contractuale."
"Cargo battens";"Fardaj. Stinghii de lemn fixate de coastele navei pe direcție orizontală sau verticală, cu scopul de a preveni contactul mărfurilor încărcate cu tabla bordajului și totodată pentru asigurarea unei ventilații corespunzătoare și prevenirea acumulării de umiditate sau condens. Termenul mai este cunoscut și sub denumirea de „spar ceiling and permanent dunnage”."
"Cargo hook";"Cârlig de marfă. Piesă curbată, de oțel, fixată prin cabluri de oțel de brațul unei macarale sau al unui cranic. De această piesă se pot agăța slinguri, zbiruri sau alte accesorii folosite pentru ridicarea și manipularea diverselor mărfuri. Cârligele pot fi prevăzute cu siguranțe pentru a preveni alunecarea slingurilor de pe ele."
"Cargo interests";"Interesele mărfii. Expresie folosită pentru a desemna partea contrac-tantă care furnizează marfa pentru transport. Această parte este de regulă navlositorul sau expeditorul.  "
"Cargo net";"Plasă pentru marfă. Plasă fabricată în general din funii de polipropilenă sau sizal (socar vegetal), folosită pentru ridicarea și manipularea mai multor unități de marfă simultan (de exp. saci). Mărfurile maniplate cu plasa trebuie să aibă o rigiditate adecvată pentru a nu fi strivite de propria lor greutate atunci când plasa este ridicată. Termenul uzual folosit este 'net'.  "
"Cargo plan";"Cargoplan. Plan, sub forma unei secțiuni longitudinale a navei, ce este făcut înainte de începerea încărcării și unde este stabilită poziția recomandată pentru încărcarea diferitelor mărfuri funcție de greutate, compatibilitate, portul de descărcare etc. De multe ori este confundat cu „stowage plan” care de fapt arată poziția exactă a mărfurilor după ce acestea au fost efectiv încărcate. În practică se mai folosește și termenul „cargo stowage plan”."
"Cargo sharing";"Participare la transportul mărfii. Rezervarea, de către autoritățile unui stat ce practică transportul maritim, a exportului și importului către navele proprii precum și navlelor statelor cu care aceste țări fac comerț. Destul de frecvent se alocă o cotă (mai mică) și navelor altor țări, pe măsura nevoilor de transport."
"Cargo sweat";"Transpirația mărfurilor. Condens ce apare atunci când nava trece de la un climat rece la unul relativ cald. Temperatura din masa mărfii se ridică mai încet decât temperatura corpului navei și atunci când temperatura la suprafața mărfii este mai mică decât temperatura punctului de rouă a aerului înconjurător, pe marfă va apărea condensul."
"Cargo tank";"Tanc de marfă. Spațiu, de la bordul unei nave specializate, destinat transportului mărfurilor lichide."
"Cargo tracer";"“Urmăritor” de marfă. Este vorba despre un mesaj trimis de agentul din unul din porturile de descărcare către agenții din precedentele porturi de descărcare pentru a afla dacă o anume marfă din „manifestul navei” ce ar fi trebuit descărcată în portul respectiv a fost descărcată din greșeală în alt port. Similar, mesajul poate fi trimis și către agentul din portul de încărcare pentru a se asigura că marfa respectivă a fost într-adevăr încărcată. Acest mesaj se mai numește și simplu „tracer”."
"Cargoworthiness";"Proprietatea unei nave de a fi aptă pentru a primi marfă (despre o navă). Starea de capabilitate a unei nave pentru  a  transporta un anumit sortiment de marfă."
"Cargoworthy";"Aptă de marfă (despre o navă). Se spune despre o navă care este adecvată transportului unui anume sortiment de marfă."
"Carpenter";"Lemnar bord. Membru nebrevetat de la bordul unei nave, care se ocupă cu diverse lucrări în lemn. Funcția este rămasă de pe vremea velierelor și încă mai poate fi întâlnită (destul de rar însă) la bordul cargourilor. În prezent , în afară de mici lucrări în lemn, lemnarul de bord, căruia în trecut în flota românească i se spunea „maistrul lemnar”, se ocupă de sondarea tancurilor de balast, reparare de mobilier etc , fiind un fel de om bun la de toate (Jack of all trades). În engleză i se mai spune și „Chippy”."
"Carriage and insurance paid to... ";"Transportul și asigurarea plătite până la... Regulă Incoterm ce definește că atribuțiunile vânzătorului unei mărfi sunt: plata transportului (navlul) și a asigurării până la portul de descărcare agreat. Cumpărătorul trebuie să știe că în lumina acestei reguli, vânzătorul este obligat să își facă  asigurarea doar pentru minima acoperire. Se abreviaza ca  c.i.p."
"Carriage paid to... ";"Transportul plătit până la... Regulă Incoterm ce stabilește că vânzătorul este responsabil pentru plata navlululi dar responsabilitățile sale privitoare la marfă (avariere, pierdere etc) încetează în momentul în care marfa a fost dată in custodia cărăușului. Se abreviaza ca c.p.t."
"Carrier";"Cărăuș. Orice persoană care, în cadrul unui contract de transport, se obligă să transporte ori să asigure transportarea unor bunuri, fie  pe șosea, cale ferată, pe mare, pe calea aerului sau pe ape interioare sau printr-o combinație a celor precedente.  Cărăușul poate fi atât armatorul cât și navlositorul primar al navei (în cazul în care nava este sub-navlosită)."
"Carryings";"Caricuri. Cantitate de marfă transportată într-o perioadă de timp de către o companie de navigație de linie (shipping line) sau de către toți membrii unei asociații de companii de navigație de linie (liner conference). Această cantitate este un factor determinant în aprecierea profitabilității transportului și necesității (când e cazul) creșterii valorii navlului"
"Case dogs";"Cleme (mânere). Pereche de cleme fixate pe două fețe opuse ale unei cutii de lemn, folosite pentru ridicarea cutiei respective. Fiecare mâner are la capăt un știft (o prelungire) la 90 grade care în momentul în care mânerul este ridicat în poziția de transport, se sprijină pe cutia de lemn, menținând mânerul travers pe fața cutiei (pentru a împiedica prinderea mâinilor între cutie și mâner)"
"Cash against documents";"Termen, într-o vânzare, ce înseamnă primirea de către cumpărator a documenteleor comerciale, inclusiv a conosamentului (care este un titlu de proprietate), în momentul efectuării plății către vânzător. Termenul mai este folosit și pentru categorisirea unui contract de transport în care cărăușul eliberează (semnează) conosamentul către expeditor în schimbul bunurilor încărcate. Se prescurtează  c.a.d."
"Casette";"Casetă. Tip de suport (pat) folosit pentru a transporta mărfuri, cum ar fi role de hârtie sau role de tablă, în/din navele tip Ro-Ro. Aceste casete sunt ridicate pe trailere, cunoscute și sub numele de trailere de casete (casette trailer) și tractate de unități de tractare din dotarea portului. Unitățile de tractare transportă casetele până la locul de transbordare către alte mijloace de transport (camioane sau vagoane)."
"Casette carrier";"(navă)Trasportor de casete. Tip de navă specializată în transportul de casete. Are punți similare cu ale navelor Ro-Ro cu pereți despărțitori poziționați la intervale regulate pentru a preveni alunecarea casetelor în timpul transportului"
"Cassette trailer";"Trailer pentru casete. Trailer special folosit pentru transportarea casetelor într-un terminal sau port. Trailerul este remorcat de către o unitate de tractare. Poate fi dotat cu lumini de semnalizare la spate și chiar cu camera de luat vederi pentru a facilita conectarea cu caseta de transport."
"Cattle carrier";"(navă) Transportor de vite. Tip de navă specializată în transportul de animale vii. Multe sunt convertite din foste nave tanc sau vrachiere de diverse tipuri dar exista și nave special construite pentru transportul de animale vii. Animalele vii sunt încărcate/descărcate prin intermediul unor rampe. În interiorul navei, animalele sunt repartizate în țarcuri care se află pe mai multe punți, toate protejate împotriva intemperiilor.  Țarcurile sunt prevăzute cu jgheaburi pentru hrană și apă. Există spații speciale de depozitare pentru fân, spații ce pot fi dotate cu un cranic special pentru manipularea baloților."
"C.b.r.";"Comodity box rate. Rată a navlului per container pentru un anume sort de marfă."
"Ceiling (floor)";"Paiol. Cherestea așezată pe fundul magaziei unei nave pentru protejarea împotriva avariilor de la diverse mărfuri."
"Cell";"Celulă. Compartiment în magazia unei nave portcontainer, în care se potrivește exact un container. Mai se întâlnește și sub denumirea de „slot” (fantă, vezi definiția mai jos)."
"Cell guide";"Ghid(aj) de celulă. Unul din cele patru elemente (coloane) care formează o celulă și între care se potrivește exact un container. Aceste coloane susțin containerul în poziție, nepermițând deplasarea acestuia în timpul transportului.  "
"Cellular containership";"Navă container tip celular. Navă specializată dedicată transportului de containere , prevăzute cu ghidaje de celulă ce asigură în timpul transportului rigiditatea containerelor încărcate în celule. Containerele sunt încărcate/trasnportate atât sub punțile prevăzute cu capace de magazie cât și pe covertă"
"Cellular double bottom";"Dublu fund celular. Spațiul dintre tabla paiolului și tabla chilei navei. Scopul dublului fund este de a preveni intrarea apei în magazii în cazul în care nava s-ar pune pe uscat și tabla chilei s-ar avaria. Spațiul dublului fund este format din mai multe compartimente separate și poate fi folosit pentru depozitarea combustibilului sau a apei de consum dar și pentru balastarea navei atunci când nu se transportă marfă."
"Cellular palettewide container";"Container celular ce poate transporta europaleți, a căror lățime este de 2.50 m spre deosebire de containerele standard a căror lațime este 2.44 m. Pentru a permite aceasta, containerul respectiv este modificat, având colțurile efectiv tăiate pentru a reduce lățimea. Se prescurtează c.p.c."
"Cemenco";"Contract de navlosire pe voiaj folosit pentru expedierea cimentului. Acest tip de contract a fost emis de către Camera de Comerț a Regatului Unit al Marii Britanii"
"Cement carrier";"(navă) Transportor de ciment. Tip de vrachier specializat în transportul cimentului. Poate fi cu auto-descărcare având una sau mai multe benzi rulante de la partea din față a magaziei prova până la partea din spate a magaziei pupa. Marfa este transportată pe benzile rulante către magazia pupa de unde este preluată prin mijloace de ridicare și apoi descărcată la terminal. Terminalul trebuie sa fie dotat cu mijloace specializate de descărcare, datorită problemelor ridicate de praful generat prin manipularea mărfii. Cimentul mai poate fi transportat și cu nave tip cargou sau cu vrachiere mici."
"Cement terminal";"Terminal pentru ciment. Zona a unui port dedicată manipulării și depozitării cimentului. Cimentul poate fi transportat în vrac sau în saci. Atunci când este transportat în vrac, se descarcă prin mijloace pneumatice și transferat în silozuri pentru depozitare. Există terminale dotate cu mijloace de însăcuire a mărfii."
"CENSA";"Council of European and Japanese National Shipowners' Association. Consiliul Euro-Japonez al Asociației Armatorilor. (vezi definiția)"
"Centistoke (Cst)";"Unitate de măsură a vîscozității, folosită mai ales pentru combustibili lichizi (păcură, motorină etc). Cu căt numărul de Cst este mai mare, cu atât lichidul este mai vâscos."
"Centre tank";"Tanc central. Tanc de marfă (la o navă pentru transportul mărfurilor lichide în vrac) situat în axul longitudinal al navei. Există nave cu tancuri centrale și laterale, nave cu tancuri cantrale-laterale (perechi de tancuri simetrice situate de o parte si de cealaltă a axului longitudinal), precum și nave care au numai tancuri centrale. La tipul de nave dotate cu tancuri centrale și laterale, de regulă tancul central are volumul mai mare decăt al unui tanc lateral."
"Centre-line bulkhead";"Perete central longitudinal. Perete de separație pe verticală cu extindere în axul longitudinal al navei, exceptând zona de sub gurile de magazie, având rolul de element de întărire a rezistenței longitudinale a corpului navei. La navele tanc cu tancuri cantrale-laterale (perechi de tancuri simetrice situate de o parte si de cealaltă a axului longitudinal), pe lângă rolul de întărire al rezistenței longitudinale, mai au și rolul de separare a perechilor de tancuri."
"Centrifugal thrower";"Aruncător centrifugal. Este o mașină care este alimentată cu marfă uscată în vrac (de regulă prin intermediul unei pâlnii de încărcare) pe care o împrăștie circular astfel încât fluxul de marfă să fie uniform distribuit în toate direcțiile. Se folosește pentru stivuirea zahărului, minereurilor și cărbunelui în magaziile navei dar și în depozite/silozuri."
"Centrocon";"Tip de de contract de navlosire pe voiaj folosit pentru expedierea grânelor din River Plate."
"Certificate of seaworthiness";"Certificat de bună stare de navigabilitate. Document emis de către un surveyor (inspector) al unei societăți de clasificare, după efectuarea unor reparații, prin care se atestă faptul că nava este în bună stare de navigabilitate (strong, tight and staunch – solidă, etanșă și de nădejde)"
"Certificated officer";"Ofițer certificat. Persoană calificată, certificată oficial în urma susținerii unor examene în fața unei autorități competente, ce face parte din echipajul unei nave. Numărul de ofițeri certificați necesari la bordul unei nave depinde de: mărimea navei, gradul de specializare al navei, cerințele țării unde este înregistrată nava, tipul de comerț pe care îl face nava (ape interne, cabotaj, voiaje oceanice).   "
"Cesser clause";"Clauză de cesiune (cedare/transfer). Clauză dintr-un contract de navlosire prin care se urmărește exonerarea de răspundere a navlositorului odată ce marfa a fost expediată. Adesea această clauză include o prevedere prin care armatorul să aibă drept de retenție asupra mărfii pentru navlu, navlu mort și demuraj."
"C &F";"Cost și navlu. (vezi „Cost and freight”)"
"C.f.s.";"Vezi „Container freight station”"
"Chain sling";"Sling din lanț. O lungime de lanț folosită pentru ridicarea (prin intermediul unei macarale) buștenilor sau a unor profile metalice . Lanțul este prevăzut la un capăt cu un inel iar la celălalt capăt cu un cârlig."
"Channel";"Canal (natural) navigabil. Pentru canale artificiale se foloseste termenul “canal” (exp. Suez Canal). Cel mai cunoscut este Canalul Englez (English Channel)."
"Charter";"Navlosire (închiriere).                                                                       1. Navlosirea sau închirierea unei nave. O navă care este închiriată se spune că este „on charter” și timpul pentru care nava este închiriată este cunoscut drept „period of the charter”.                                        2. Forma prescurtată de la „charter party” (vezi „Charter Party”)         3. Charter (to). A închiria sau a arenda nava.  "
"Charter by demise";"Închirierea navei nude. Reprezintă închirierea sau arendarea navei pe o perioadă de timp. Armatorul pune la dispoziția navlositorului nava în sine, fără echipaj. Aprovizionarea, bunkerarea, echipajul etc intră în atribuțiunile navlositorului. Altfel spus, navlositorul preia operarea efectivă a navei. Acest tip de contract de navlosire este preferat de regulă de persoane care doresc să cumpere și să dețină o navă (ca investiție) dar nu au nici dorința nici expertiza necesară pentru a se ocupa cu exploatarea efectivă a navei. De asemenea este preferat de persoane care au nevoie de un anumit tip de navă, au expertiza necesară dar nu au mijloace de a achiziționa o astfel de navă. Acest tip de contract mai este cunoscut și sub numele de „bareboat charter sau demise charter”."
"Charter by demise (to)";"A închiria sau arenda o navă pentru o perioadă de timp în care armatorul pune la dispoziția navlositorului nava iar navlositorul se ocupă efectiv de operarea navei, incluzând procurarea de echipaj, provizii, materiale, bunker etc."
"Charter in (to)";"A închiria o navă de la un armator"
"Charter out (to)";"A închiria o navă unui navlositor"
"Charterable";"Închiriabil(ă). Spus despre o cantitate de bunuri care este suficientă pentru a umple o navă în conformitate cu termenii unui contract de navlosire."
"Charterer";"Navlositor. Persoană sau companie care închiriază o navă de la un armator pentru o anumită perioadă de timp (vezi „Time charter”) sau care își rezervă întregul spațiu de transport al unei nave pentru transportul unor bunuri de la unul sau mai multe porturi de încărcare la portul/porturile de descărcare (vezi 'Voyage charter')."
"Charterer by demise";"Închiriatorul navei nude. Persoană sau companie care închiriază de la un armator, pentru o perioadă de timp, asigură bunker, echipaj, provizii și plătește toate costurile de operare. Mai este cunoscut și sub numele de „demise charterer” sau „bareboat charterer”."
"Charterer's agent";"Agentul navlositorului. Agentul navei nominat de către navlositor, în conformitate cu termenii prevăzuți în contractul de navlosire. Deși acest agent este nominat de navlositor, el este plătit de către armator și este ținut responsabil de către acesta (vezi deasemeni „Ship's agent”)"
"Charterer's bill of lading";"Conosamentul navlositorului. Conosament emis de către navlositor și semnat de către acesta sau de către un agent împuternicit. În anumite situații, navlositorul care își semnează propriile conosamente se poate considera ca fiind chiar căraușul, în acest caz preluând toate atribuțiunile/responsabilitățile cărăușului."
